c,z,y,q,d,t,value
Angola,Angola,2025,Q1,d1,t1,99.84144009919632
Angola,Angola,2025,Q1,d1,t10,99.84144009919632
Angola,Angola,2025,Q1,d1,t11,99.84144009919632
Angola,Angola,2025,Q1,d1,t12,99.84144009919632
Angola,Angola,2025,Q1,d1,t13,99.84144009919632
Angola,Angola,2025,Q1,d1,t14,99.84144009919632
Angola,Angola,2025,Q1,d1,t15,99.84144009919632
Angola,Angola,2025,Q1,d1,t16,99.84144009919632
Angola,Angola,2025,Q1,d1,t17,99.84144009919632
Angola,Angola,2025,Q1,d1,t18,99.8414400991963
Angola,Angola,2025,Q1,d1,t19,99.8414400991963
Angola,Angola,2025,Q1,d1,t2,99.84144009919632
Angola,Angola,2025,Q1,d1,t20,99.84144009919632
Angola,Angola,2025,Q1,d1,t21,99.84144009919632
Angola,Angola,2025,Q1,d1,t22,99.84144009919632
Angola,Angola,2025,Q1,d1,t23,99.84144009919632
Angola,Angola,2025,Q1,d1,t24,99.84144009919632
Angola,Angola,2025,Q1,d1,t3,99.84144009919632
Angola,Angola,2025,Q1,d1,t4,99.84144009919632
Angola,Angola,2025,Q1,d1,t5,99.8414400991963
Angola,Angola,2025,Q1,d1,t6,99.84144009919632
Angola,Angola,2025,Q1,d1,t7,99.8414400991963
Angola,Angola,2025,Q1,d1,t8,99.84144009919632
Angola,Angola,2025,Q1,d1,t9,99.84144009919632
Angola,Angola,2025,Q1,d2,t1,99.84144009919632
Angola,Angola,2025,Q1,d2,t10,99.84144009919632
Angola,Angola,2025,Q1,d2,t11,99.8414400991963
Angola,Angola,2025,Q1,d2,t12,99.84144009919632
Angola,Angola,2025,Q1,d2,t13,99.8414400991963
Angola,Angola,2025,Q1,d2,t14,99.84144009919632
Angola,Angola,2025,Q1,d2,t15,99.84144009919632
Angola,Angola,2025,Q1,d2,t16,99.8414400991963
Angola,Angola,2025,Q1,d2,t17,99.84144009919632
Angola,Angola,2025,Q1,d2,t18,99.84144009919632
Angola,Angola,2025,Q1,d2,t19,99.84144009919632
Angola,Angola,2025,Q1,d2,t2,99.84144009919632
Angola,Angola,2025,Q1,d2,t20,99.84144009919632
Angola,Angola,2025,Q1,d2,t21,99.84144009919632
Angola,Angola,2025,Q1,d2,t22,99.84144009919632
Angola,Angola,2025,Q1,d2,t23,99.84144009919632
Angola,Angola,2025,Q1,d2,t24,99.84144009919632
Angola,Angola,2025,Q1,d2,t3,99.84144009919632
Angola,Angola,2025,Q1,d2,t4,99.8414400991963
Angola,Angola,2025,Q1,d2,t5,99.84144009919632
Angola,Angola,2025,Q1,d2,t6,99.84144009919632
Angola,Angola,2025,Q1,d2,t7,99.8414400991963
Angola,Angola,2025,Q1,d2,t8,99.8414400991963
Angola,Angola,2025,Q1,d2,t9,99.84144009919632
Angola,Angola,2025,Q1,d3,t1,99.84144009919633
Angola,Angola,2025,Q1,d3,t10,99.8414400991963
Angola,Angola,2025,Q1,d3,t11,99.8414400991963
Angola,Angola,2025,Q1,d3,t12,99.8414400991963
Angola,Angola,2025,Q1,d3,t13,99.8414400991963
Angola,Angola,2025,Q1,d3,t14,99.8414400991963
Angola,Angola,2025,Q1,d3,t15,99.8414400991963
Angola,Angola,2025,Q1,d3,t16,99.8414400991963
Angola,Angola,2025,Q1,d3,t17,99.8414400991963
Angola,Angola,2025,Q1,d3,t18,99.8414400991963
Angola,Angola,2025,Q1,d3,t19,99.84144009919633
Angola,Angola,2025,Q1,d3,t2,99.8414400991963
Angola,Angola,2025,Q1,d3,t20,99.8414400991963
Angola,Angola,2025,Q1,d3,t21,99.8414400991963
Angola,Angola,2025,Q1,d3,t22,99.8414400991963
Angola,Angola,2025,Q1,d3,t23,99.8414400991963
Angola,Angola,2025,Q1,d3,t24,99.8414400991963
Angola,Angola,2025,Q1,d3,t3,99.8414400991963
Angola,Angola,2025,Q1,d3,t4,99.84144009919633
Angola,Angola,2025,Q1,d3,t5,99.8414400991963
Angola,Angola,2025,Q1,d3,t6,99.8414400991963
Angola,Angola,2025,Q1,d3,t7,99.8414400991963
Angola,Angola,2025,Q1,d3,t8,99.8414400991963
Angola,Angola,2025,Q1,d3,t9,99.8414400991963
Angola,Angola,2025,Q1,d4,t1,99.84144009919633
Angola,Angola,2025,Q1,d4,t10,99.84144009919633
Angola,Angola,2025,Q1,d4,t11,99.8414400991963
Angola,Angola,2025,Q1,d4,t12,99.84144009919633
Angola,Angola,2025,Q1,d4,t13,99.84144009919633
Angola,Angola,2025,Q1,d4,t14,99.84144009919633
Angola,Angola,2025,Q1,d4,t15,99.84144009919633
Angola,Angola,2025,Q1,d4,t16,99.8414400991963
Angola,Angola,2025,Q1,d4,t17,99.84144009919633
Angola,Angola,2025,Q1,d4,t18,99.84144009919633
Angola,Angola,2025,Q1,d4,t19,99.84144009919633
Angola,Angola,2025,Q1,d4,t2,99.84144009919633
Angola,Angola,2025,Q1,d4,t20,99.84144009919633
Angola,Angola,2025,Q1,d4,t21,99.8414400991963
Angola,Angola,2025,Q1,d4,t22,99.84144009919633
Angola,Angola,2025,Q1,d4,t23,99.84144009919633
Angola,Angola,2025,Q1,d4,t24,99.84144009919633
Angola,Angola,2025,Q1,d4,t3,99.84144009919633
Angola,Angola,2025,Q1,d4,t4,99.8414400991963
Angola,Angola,2025,Q1,d4,t5,99.8414400991963
Angola,Angola,2025,Q1,d4,t6,99.84144009919633
Angola,Angola,2025,Q1,d4,t7,99.84144009919633
Angola,Angola,2025,Q1,d4,t8,99.84144009919633
Angola,Angola,2025,Q1,d4,t9,99.84144009919633
Angola,Angola,2025,Q1,d5,t1,99.8414400991963
Angola,Angola,2025,Q1,d5,t10,99.84144009919632
Angola,Angola,2025,Q1,d5,t11,99.84144009919632
Angola,Angola,2025,Q1,d5,t12,99.8414400991963
Angola,Angola,2025,Q1,d5,t13,99.8414400991963
Angola,Angola,2025,Q1,d5,t14,99.84144009919632
Angola,Angola,2025,Q1,d5,t15,99.8414400991963
Angola,Angola,2025,Q1,d5,t16,99.8414400991963
Angola,Angola,2025,Q1,d5,t17,99.8414400991963
Angola,Angola,2025,Q1,d5,t18,99.84144009919632
Angola,Angola,2025,Q1,d5,t19,99.84144009919632
Angola,Angola,2025,Q1,d5,t2,99.8414400991963
Angola,Angola,2025,Q1,d5,t20,99.84144009919632
Angola,Angola,2025,Q1,d5,t21,99.84144009919632
Angola,Angola,2025,Q1,d5,t22,99.84144009919632
Angola,Angola,2025,Q1,d5,t23,99.84144009919632
Angola,Angola,2025,Q1,d5,t24,99.84144009919632
Angola,Angola,2025,Q1,d5,t3,99.8414400991963
Angola,Angola,2025,Q1,d5,t4,99.84144009919632
Angola,Angola,2025,Q1,d5,t5,99.8414400991963
Angola,Angola,2025,Q1,d5,t6,99.8414400991963
Angola,Angola,2025,Q1,d5,t7,99.84144009919632
Angola,Angola,2025,Q1,d5,t8,99.8414400991963
Angola,Angola,2025,Q1,d5,t9,99.84144009919632
Angola,Angola,2025,Q2,d1,t1,56.15017757440002
Angola,Angola,2025,Q2,d1,t10,56.150177574400004
Angola,Angola,2025,Q2,d1,t11,56.15017757439999
Angola,Angola,2025,Q2,d1,t12,56.15017757439999
Angola,Angola,2025,Q2,d1,t13,56.15017757440002
Angola,Angola,2025,Q2,d1,t14,56.15017757439999
Angola,Angola,2025,Q2,d1,t15,56.150177574400004
Angola,Angola,2025,Q2,d1,t16,56.15017757439999
